Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_upheld_rate,period,year,half,sector,avg_upheld_rate,period_sort,period_date,industry_avg,upheld_deviation,firm_yoy_change,volatility_score
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,2023-07-01 to 2023-12-31,0.2482,,,,,,2023-h2,2023,h2,Banking,24.82,4,2023-07-01,49.29403735632184,-24.474037356321844,-13.150000000000002,21.509999999999998
Vitality Corporate Services Limited,DISCOVERY LIMITED,2023-07-01 to 2023-12-31,,0.44,,0.535,0.4545,,2023-h2,2023,h2,Insurance,47.65,4,2023-07-01,49.29403735632184,-1.6440373563218458,-20.860000000000007,26.949999999999996
Vodafone Limited,NO GROUP,2023-04-01 to 2023-09-30,,,,0.5408,,,2023-h2,2023,h2,Insurance,54.08,4,2023-07-01,49.29403735632184,4.785962643678154,-6.43,8.229999999999997
Wesleyan Assurance Society,NO GROUP,2023-07-01 to 2023-12-31,,0.899,,0.7805,0.8544,,2023-h2,2023,h2,Insurance,84.46333333333334,4,2023-07-01,49.29403735632184,35.169295977011494,,7.36666666666666
Xbridge Limited,NO GROUP,2023-07-01 to 2023-12-31,,,,0.4068,,,2023-h2,2023,h2,Insurance,40.68,4,2023-07-01,49.29403735632184,-8.614037356321845,8.389999999999993,8.389999999999993
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2023-07-01 to 2023-12-31,0.7518,0.0,0.6891,0.6667,,,2023-h2,2023,h2,Banking,52.690000000000005,4,2023-07-01,49.29403735632184,3.3959626436781605,-19.27916666666667,26.48666666666667
Zopa Bank Limited,NO GROUP,2023-07-01 to 2023-12-31,0.5009,,,,,,2023-h2,2023,h2,Banking,50.09,4,2023-07-01,49.29403735632184,0.795962643678159,1.6300000000000026,13.747089737233523
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2023-07-01 to 2023-12-31,,0.373,0.0,0.4912,0.4841,,2023-h2,2023,h2,Insurance,33.7075,4,2023-07-01,49.29403735632184,-15.58653735632184,-2.8233333333333306,13.828333333333333
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,2023-07-01 to 2023-12-31,,,,0.6329,,,2023-h2,2023,h2,Insurance,63.29,4,2023-07-01,49.29403735632184,13.995962643678157,,13.35465838509316
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2024-01-01 to 2024-06-30,0.7059,,0.6448,,,,2024-h1,2024,h1,Mortgage & Lending,67.535,5,2024-01-01,48.57136283185841,18.963637168141588,-0.9350000000000024,16.357264038231776
Accredited Insurance (Europe) Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.3687,,,2024-h1,2024,h1,Mortgage & Lending,36.870000000000005,5,2024-01-01,48.57136283185841,-11.701362831858404,,12.537865168539334
Acm Ulr Limited,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.472,,,2024-h1,2024,h1,Insurance,47.2,5,2024-01-01,48.57136283185841,-1.3713628318584057,-7.500000000000007,25.908595345038783
Acorn Insurance & Financial Services Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.5583,,,2024-h1,2024,h1,Insurance,55.83,5,2024-01-01,48.57136283185841,7.25863716814159,,9.710266075388027
Action 365 Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.3531,,,2024-h1,2024,h1,Insurance,35.31,5,2024-01-01,48.57136283185841,-13.261362831858406,,23.98
Adrian Flux Insurance Services Group,NO GROUP,2023-10-01 to 2024-03-31,,,,0.2225,,,2024-h1,2024,h1,Insurance,22.25,5,2024-01-01,48.57136283185841,-26.32136283185841,6.109999999999999,6.140000000000001
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2024-01-01 to 2024-06-30,,,,0.6102,,,2024-h1,2024,h1,Insurance,61.02,5,2024-01-01,48.57136283185841,12.448637168141596,-6.750000000000007,11.54
Affinity Insurance Solutions Limited,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.229,,,2024-h1,2024,h1,Insurance,22.9,5,2024-01-01,48.57136283185841,-25.67136283185841,,32.790000000000006
Ageas Insurance Limited,AGEAS SA-NV,2024-01-01 to 2024-06-30,,,,0.4661,,,2024-h1,2024,h1,Insurance,46.61,5,2024-01-01,48.57136283185841,-1.961362831858409,-1.2899999999999991,9.929082100968898
Ageas Retail Limited,AGEAS SA-NV,2024-01-01 to 2024-06-30,,,,0.4792,,,2024-h1,2024,h1,Insurance,47.92,5,2024-01-01,48.57136283185841,-0.6513628318584068,11.0,11.0
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,2024-01-01 to 2024-06-30,0.5888,,0.5,0.0,0.0,,2024-h1,2024,h1,Banking,27.22,5,2024-01-01,48.57136283185841,-21.35136283185841,,40.265
AIG Life Limited,AVIVA PLC,2024-01-01 to 2024-06-30,,,,0.4274,,,2024-h1,2024,h1,Insurance,42.74,5,2024-01-01,48.57136283185841,-5.831362831858407,,
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2024-01-01 to 2024-06-30,,,,0.4592,,,2024-h1,2024,h1,Insurance,45.92,5,2024-01-01,48.57136283185841,-2.651362831858407,-18.98,18.979999999999997
AJ Bell Management Limited,AJ BELL GROUP,2023-10-01 to 2024-03-31,,0.4741,,,,,2024-h1,2024,h1,Insurance,47.41,5,2024-01-01,48.57136283185841,-1.161362831858412,15.935000000000002,15.935000000000002
AJ Bell Securities Limited,AJ BELL GROUP,2023-10-01 to 2024-03-31,0.5926,0.5462,,,0.5009,,2024-h1,2024,h1,Banking,54.656666666666666,5,2024-01-01,48.57136283185841,6.085303834808258,,17.049999999999997
Aldermore Bank Plc,FIRSTRAND LIMITED,2024-01-01 to 2024-06-30,0.6609,,0.6243,,,,2024-h1,2024,h1,Banking,64.26,5,2024-01-01,48.57136283185841,15.688637168141597,-1.7700000000000102,8.204999999999998
Allianz Insurance Plc,ALLIANZ SE,2024-01-01 to 2024-06-30,,,,0.613,,,2024-h1,2024,h1,Insurance,61.3,5,2024-01-01,48.57136283185841,12.728637168141589,-14.870000000000005,18.340000000000003
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,2024-01-01 to 2024-06-30,0.3392,,,0.1739,,,2024-h1,2024,h1,Banking,25.655,5,2024-01-01,48.57136283185841,-22.916362831858407,,5.564999999999998
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2024-01-01 to 2024-06-30,,,,0.5399,,,2024-h1,2024,h1,Insurance,53.99,5,2024-01-01,48.57136283185841,5.4186371681415935,-15.54,17.109999999999992
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,2024-01-01 to 2024-06-30,,,,0.4008,,,2024-h1,2024,h1,Insurance,40.08,5,2024-01-01,48.57136283185841,-8.49136283185841,,7.222452316076293
Animal Friends Insurance Services Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.3147,,,2024-h1,2024,h1,Insurance,31.47,5,2024-01-01,48.57136283185841,-17.10136283185841,8.469999999999999,16.94
Arnold Clark Automobiles Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.0909,,,2024-h1,2024,h1,Insurance,9.09,5,2024-01-01,48.57136283185841,-39.481362831858405,,
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2024-01-01 to 2024-06-30,,,,0.5752,,,2024-h1,2024,h1,Insurance,57.52,5,2024-01-01,48.57136283185841,8.948637168141595,7.719999999999999,10.060000000000002
Assurant General Insurance Limited,ASSURANT INC,2024-01-01 to 2024-06-30,,,,0.4566,,,2024-h1,2024,h1,Insurance,45.66,5,2024-01-01,48.57136283185841,-2.911362831858412,-9.89,11.600000000000001
Astrenska Insurance Limited,NO GROUP,2023-11-01 to 2024-04-30,,,,0.5786,,,2024-h1,2024,h1,Insurance,57.86,5,2024-01-01,48.57136283185841,9.288637168141593,0.7999999999999972,13.435019762845847
Asurion Europe Limited,ASURION,2024-01-01 to 2024-06-30,,,,0.2211,,,2024-h1,2024,h1,Insurance,22.11,5,2024-01-01,48.57136283185841,-26.46136283185841,-14.77,14.77
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.4636,,,2024-h1,2024,h1,Insurance,46.36,5,2024-01-01,48.57136283185841,-2.211362831858409,3.8299999999999983,6.649999999999999
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2023-08-01 to 2024-01-31,,,,0.319,,,2024-h1,2024,h1,Insurance,31.9,5,2024-01-01,48.57136283185841,-16.67136283185841,2.3800000000000026,5.700000000000003
Avantia Insurance Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.3645,,,2024-h1,2024,h1,Insurance,36.45,5,2024-01-01,48.57136283185841,-12.121362831858406,,38.61
Aviva Health UK Limited,AVIVA PLC,2024-01-01 to 2024-06-30,,,,0.4873,,,2024-h1,2024,h1,Insurance,48.73,5,2024-01-01,48.57136283185841,0.1586371681415883,,25.74
Aviva Insurance Limited,AVIVA PLC,2024-01-01 to 2024-06-30,,,,0.613,,,2024-h1,2024,h1,Insurance,61.3,5,2024-01-01,48.57136283185841,12.728637168141589,-3.740000000000009,9.463956959389115
Aviva Life Services UK Limited,AVIVA PLC,2024-01-01 to 2024-06-30,,0.6523,0.3089,0.5151,0.671,,2024-h1,2024,h1,Insurance,53.68250000000001,5,2024-01-01,48.57136283185841,5.111137168141603,1.0874999999999844,10.703499999999984
AWP Assistance UK Ltd,ALLIANZ SE,2024-01-01 to 2024-06-30,,,,0.833,,,2024-h1,2024,h1,Insurance,83.3,5,2024-01-01,48.57136283185841,34.72863716814159,0.9900000000000092,17.83
AWP P&C S.A.,ALLIANZ SE,2024-01-01 to 2024-06-30,,,,0.4066,,,2024-h1,2024,h1,Insurance,40.66,5,2024-01-01,48.57136283185841,-7.911362831858412,,22.749166666666675
AXA Insurance Designated Activity Company,AXA GROUP,2024-01-01 to 2024-06-30,,,,0.5437,,,2024-h1,2024,h1,Insurance,54.37,5,2024-01-01,48.57136283185841,5.798637168141589,,9.240000000000002
AXA Insurance UK Plc,AXA GROUP,2024-01-01 to 2024-06-30,,,,0.5931,,,2024-h1,2024,h1,Insurance,59.31,5,2024-01-01,48.57136283185841,10.738637168141594,-8.430000000000007,8.430000000000007
AXA PPP Healthcare Limited,AXA GROUP,2024-01-01 to 2024-06-30,,,,0.4799,,,2024-h1,2024,h1,Insurance,47.99,5,2024-01-01,48.57136283185841,-0.5813628318584065,2.0899999999999963,16.069999999999986
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2024-01-01 to 2024-06-30,0.4555,,0.3203,,,,2024-h1,2024,h1,Banking,38.79,5,2024-01-01,48.57136283185841,-9.78136283185841,-18.405,19.520000000000003
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2024-01-01 to 2024-06-30,0.6449,0.5,0.5214,0.0929,0.2453,,2024-h1,2024,h1,Banking,40.09,5,2024-01-01,48.57136283185841,-8.481362831858405,7.421999999999997,9.705027973768985
Barclays Bank Plc,BARCLAYS PLC,2024-01-01 to 2024-06-30,0.6823,0.7,,,0.6747,,2024-h1,2024,h1,Banking,68.56666666666666,5,2024-01-01,48.57136283185841,19.99530383480825,-2.910833333333344,34.24965832032797
Barclays Bank UK PLC,BARCLAYS PLC,2024-01-01 to 2024-06-30,0.6635,0.4375,0.6993,0.2021,0.4054,,2024-h1,2024,h1,Banking,48.156,5,2024-01-01,48.57136283185841,-0.4153628318584097,-12.20600000000001,13.81000000000001
BISL Limited,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.4096,,,2024-h1,2024,h1,Insurance,40.96,5,2024-01-01,48.57136283185841,-7.611362831858408,-6.739999999999995,7.702298518250807
Black Horse Limited,LLOYDS BANKING GROUP PLC,2024-01-01 to 2024-06-30,,,0.0,0.0,,,2024-h1,2024,h1,Other,0.0,5,2024-01-01,48.57136283185841,-48.57136283185841,,45.45
Brightside Insurance Services Limited,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.3912,,,2024-h1,2024,h1,Insurance,39.12,5,2024-01-01,48.57136283185841,-9.451362831858413,,13.21
British Gas Services Limited,CENTRICA PLC,2024-01-01 to 2024-06-30,,,,0.9636,,,2024-h1,2024,h1,Energy & Utilities,96.36,5,2024-01-01,48.57136283185841,47.78863716814159,-3.7099999999999937,3.934479010494755
Bspoke Underwriting Ltd,NO GROUP,2023-10-01 to 2024-03-30,,,,0.5346,,,2024-h1,2024,h1,Insurance,53.46,5,2024-01-01,48.57136283185841,4.888637168141592,,
BUPA Insurance Services Limited,BUPA GROUP,2024-01-01 to 2024-06-30,,,,0.5663,,,2024-h1,2024,h1,Insurance,56.63,5,2024-01-01,48.57136283185841,8.058637168141594,1.4500000000000028,7.397838190517611
Cabot Credit Management Group Limited,NO GROUP,2024-01-01 to 2024-06-30,,,0.3846,,,,2024-h1,2024,h1,Mortgage & Lending,38.46,5,2024-01-01,48.57136283185841,-10.111362831858408,9.184999999999995,10.769999999999996
Call Assist Ltd,CALL ASSIST LIMITED,2023-11-01 to 2024-04-30,,,,0.4103,,,2024-h1,2024,h1,Insurance,41.03,5,2024-01-01,48.57136283185841,-7.541362831858407,,8.074118673647469
Canada Life Limited,NO GROUP,2024-01-01 to 2024-06-30,,0.9481,,0.551,0.6563,,2024-h1,2024,h1,Insurance,71.84666666666666,5,2024-01-01,48.57136283185841,23.275303834808252,,15.219999999999992
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2024-01-01 to 2024-06-30,0.3477,,,0.3571,,,2024-h1,2024,h1,Insurance,35.24,5,2024-01-01,48.57136283185841,-13.331362831858408,0.5800000000000125,12.840000000000014
Car Care Plan Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.2786,,,2024-h1,2024,h1,Insurance,27.860000000000003,5,2024-01-01,48.57136283185841,-20.71136283185841,,11.32
Carfinance247 Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.3929,,,2024-h1,2024,h1,Mortgage & Lending,39.290000000000006,5,2024-01-01,48.57136283185841,-9.281362831858402,,25.716363636363628
Carole Nash Insurance Consultants Ltd,MARKERSTUDY GROUP,2024-01-01 to 2024-06-30,,,,0.4707,,,2024-h1,2024,h1,Insurance,47.07,5,2024-01-01,48.57136283185841,-1.5013628318584082,,9.299999999999997
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2024-01-01 to 2024-06-30,0.4811,,0.3906,,,,2024-h1,2024,h1,Banking,43.585,5,2024-01-01,48.57136283185841,-4.986362831858408,3.884999999999998,9.77371696801113
Chetwood Financial Limited,NO GROUP,2023-10-01 to 2024-03-31,0.1916,,,,,,2024-h1,2024,h1,Banking,19.16,5,2024-01-01,48.57136283185841,-29.41136283185841,,31.797854406130266
Chubb European Group SE,CHUBB LIMITED,2024-01-01 to 2024-06-30,,,,0.6562,,,2024-h1,2024,h1,Insurance,65.62,5,2024-01-01,48.57136283185841,17.048637168141596,,4.362799899824708
Citibank UK Limited,CITI GROUP,2024-01-01 to 2024-06-30,0.1085,,,,0.4103,,2024-h1,2024,h1,Banking,25.94,5,2024-01-01,48.57136283185841,-22.631362831858407,,16.03607437594028
ClearBank Limited,NO GROUP,2024-01-01 to 2024-06-30,0.5186,,,,,,2024-h1,2024,h1,Banking,51.85999999999999,5,2024-01-01,48.57136283185841,3.288637168141584,14.019999999999996,18.080000000000005
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2023-08-01 to 2024-01-31,0.596,,,1.0,,,2024-h1,2024,h1,Insurance,79.80000000000001,5,2024-01-01,48.57136283185841,31.228637168141603,-5.474999999999994,50.7039548022599
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2023-10-01 to 2024-03-31,0.7194,1.0,0.6,0.2667,0.7273,,2024-h1,2024,h1,Banking,66.268,5,2024-01-01,48.57136283185841,17.696637168141592,12.378499999999995,21.256000000000007
Cofunds Limited,AEGON N.V.,2024-01-01 to 2024-06-30,,0.5652,,,0.62,,2024-h1,2024,h1,Investments,59.260000000000005,5,2024-01-01,48.57136283185841,10.688637168141597,-16.105000000000004,17.659886148007594
Columbia Threadneedle Management Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,,0.3266,,2024-h1,2024,h1,Investments,32.66,5,2024-01-01,48.57136283185841,-15.911362831858412,,12.770000000000003
Compare The Market Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.0909,,,2024-h1,2024,h1,Insurance,9.09,5,2024-01-01,48.57136283185841,-39.481362831858405,,
Complete Cover Group Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.7317,,,2024-h1,2024,h1,Insurance,73.17,5,2024-01-01,48.57136283185841,24.598637168141597,,31.990000000000002
Connells Limited,SKIPTON BUILDING SOCIETY,2024-01-01 to 2024-06-30,,,0.4174,0.3153,,,2024-h1,2024,h1,Mortgage & Lending,36.635,5,2024-01-01,48.57136283185841,-11.93636283185841,-2.979999999999997,22.336962584657755
CORGI HomePlan Ltd,OVO GROUP,2024-01-01 to 2024-06-30,,,,0.7383,,,2024-h1,2024,h1,Insurance,73.83,5,2024-01-01,48.57136283185841,25.25863716814159,,7.4957968828557
Coutts & Company,NATWEST GROUP,2024-01-01 to 2024-06-30,0.513,0.8,0.6589,0.4545,0.7679,,2024-h1,2024,h1,Insurance,63.886,5,2024-01-01,48.57136283185841,15.314637168141594,-3.591999999999992,30.694000000000003
Covea Insurance plc,COVEA GROUP,2024-01-01 to 2024-06-30,,,,0.4063,,,2024-h1,2024,h1,Insurance,40.63,5,2024-01-01,48.57136283185841,-7.941362831858406,-7.130000000000003,12.909999999999997
Coventry Building Society,NO GROUP,2024-01-01 to 2024-06-30,0.6563,,0.722,0.5,,,2024-h1,2024,h1,Banking,62.61,5,2024-01-01,48.57136283185841,14.038637168141593,-15.24333333333334,35.687618955925075
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,2024-01-01 to 2024-06-30,0.2934,,,,,,2024-h1,2024,h1,Mortgage & Lending,29.34,5,2024-01-01,48.57136283185841,-19.23136283185841,-27.014999999999997,39.254999999999995
Creation Financial Services Limited,BNP PARIBAS GROUP,2024-01-01 to 2024-06-30,0.4614,,,,,,2024-h1,2024,h1,Banking,46.14,5,2024-01-01,48.57136283185841,-2.431362831858408,-30.785,30.784999999999997
Cynergy Bank Plc,CYNERGY CAPITAL LTD,2024-01-01 to 2024-06-30,0.8595,,0.3333,,,,2024-h1,2024,h1,Banking,59.64,5,2024-01-01,48.57136283185841,11.068637168141592,,
DAS Legal Expenses Insurance Company Limited,ERGO GROUP,2024-01-01 to 2024-06-30,,,,0.6782,,,2024-h1,2024,h1,Insurance,67.82000000000001,5,2024-01-01,48.57136283185841,19.2486371681416,,3.1099999999999994
Devitt Insurance Services Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.2654,,,2024-h1,2024,h1,Insurance,26.540000000000003,5,2024-01-01,48.57136283185841,-22.03136283185841,,18.12
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,2023-10-01 to 2024-03-31,,,,0.5494,,,2024-h1,2024,h1,Insurance,54.94,5,2024-01-01,48.57136283185841,6.368637168141589,-15.139999999999992,17.61
Elavon Financial Services Designated Activity Company,NO GROUP,2024-01-01 to 2024-06-30,0.1768,,,,,,2024-h1,2024,h1,Banking,17.68,5,2024-01-01,48.57136283185841,-30.89136283185841,,
Elderbridge Limited,TECH MAHINDRA LIMITED,2023-10-01 to 2024-03-31,,,0.5475,0.5,,,2024-h1,2024,h1,Mortgage & Lending,52.37499999999999,5,2024-01-01,48.57136283185841,3.803637168141584,2.134999999999998,14.625074604595646
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2024-01-01 to 2024-06-30,,0.7467,,,0.7548,,2024-h1,2024,h1,Investments,75.075,5,2024-01-01,48.57136283185841,26.503637168141594,,7.625
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2024-01-01 to 2024-06-30,,0.5263,,,0.3701,,2024-h1,2024,h1,Insurance,44.82,5,2024-01-01,48.57136283185841,-3.751362831858408,24.65500000000001,32.935
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,2024-01-01 to 2024-06-30,,,,0.4582,,,2024-h1,2024,h1,Insurance,45.82,5,2024-01-01,48.57136283185841,-2.751362831858408,-12.329999999999998,29.449999999999996
esure Insurance Limited,ESURE GROUP PLC,2024-01-01 to 2024-06-30,,,,0.817,,,2024-h1,2024,h1,Insurance,81.69999999999999,5,2024-01-01,48.57136283185841,33.12863716814158,5.260000000000005,14.239999999999995
EUI Limited,ADMIRAL GROUP PLC,2024-01-01 to 2024-06-30,,,,0.6421,,,2024-h1,2024,h1,Insurance,64.21,5,2024-01-01,48.57136283185841,15.638637168141583,6.329999999999998,12.758816799030825
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,2024-01-01 to 2024-06-30,,,,0.1395,,,2024-h1,2024,h1,Insurance,13.95,5,2024-01-01,48.57136283185841,-34.621362831858406,-30.64,30.64
Experian Limited,EXPERIAN PLC,2023-10-01 to 2024-03-31,,,,0.0,,,2024-h1,2024,h1,Other,0.0,5,2024-01-01,48.57136283185841,-48.57136283185841,,14.28571428571428
Extracover Limited,NO GROUP,2024-01-01 to 2024-06-30,,,,0.289,,,2024-h1,2024,h1,Insurance,28.9,5,2024-01-01,48.57136283185841,-19.67136283185841,,20.5
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2024-01-01 to 2024-06-30,0.4803,,,,0.4742,,2024-h1,2024,h1,Banking,47.725,5,2024-01-01,48.57136283185841,-0.8463628318584071,22.065,23.17000000000001
FCE Bank Plc,FORD MOTOR CO,2024-01-01 to 2024-06-30,0.3478,,,,,,2024-h1,2024,h1,Banking,34.78,5,2024-01-01,48.57136283185841,-13.791362831858407,,39.629999999999995
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2024-01-01 to 2024-06-30,,0.6166,,,0.5052,,2024-h1,2024,h1,Insurance,56.09,5,2024-01-01,48.57136283185841,7.518637168141595,-0.835000000000008,12.189058517087688
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2024-01-01 to 2024-06-30,,,,0.4416,,,2024-h1,2024,h1,Insurance,44.16,5,2024-01-01,48.57136283185841,-4.411362831858412,0.4400000000000048,10.550000000000004
FirstRand Bank Limited,FIRSTRAND LIMITED,2024-01-01 to 2024-06-30,,,,0.2273,,,2024-h1,2024,h1,Banking,22.73,5,2024-01-01,48.57136283185841,-25.841362831858408,,38.89
Fish Administration Limited,PIB GROUP,2024-01-01 to 2024-06-30,,,,0.8087,,,2024-h1,2024,h1,Insurance,80.87,5,2024-01-01,48.57136283185841,32.2986371681416,,
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2024-01-01 to 2024-06-30,,0.475,,0.3529,0.4201,,2024-h1,2024,h1,Insurance,41.6,5,2024-01-01,48.57136283185841,-6.971362831858407,,19.749708409822556
Fortegra Europe Insurance Company Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,0.5132,,,2024-h1,2024,h1,Insurance,51.32,5,2024-01-01,48.57136283185841,2.748637168141592,7.359999999999999,25.35
Frasers Group Financial Services Limited,NO GROUP,2023-11-01 to 2024-04-30,,,,0.5,,,2024-h1,2024,h1,Insurance,50.0,5,2024-01-01,48.57136283185841,1.4286371681415917,,
Funding Circle Ltd,NO GROUP,2024-01-01 to 2024-06-30,,,,,0.2571,,2024-h1,2024,h1,Investments,25.71,5,2024-01-01,48.57136283185841,-22.861362831858408,25.99,25.990000000000002
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2024-01-01 to 2024-06-30,,0.4286,,,0.5258,,2024-h1,2024,h1,Investments,47.72,5,2024-01-01,48.57136283185841,-0.8513628318584097,4.460000000000001,16.240022762839665
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,2024-01-01 to 2024-06-30,,0.6878,,0.0,0.495,,2024-h1,2024,h1,Energy & Utilities,39.42666666666666,5,2024-01-01,48.57136283185841,-9.144696165191746,10.200000000000005,25.278333333333336
Hastings Insurance Services Limited,HASTINGS GROUP,2024-01-01 to 2024-06-30,,,,0.5318,,,2024-h1,2024,h1,Insurance,53.18000000000001,5,2024-01-01,48.57136283185841,4.608637168141598,-8.57,11.13000000000001
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2024-01-01 to 2024-06-30,,,,,0.8071,,2024-h1,2024,h1,Investments,80.71000000000001,5,2024-01-01,48.57136283185841,32.1386371681416,0.25,20.220000000000006
